0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.2
0.2,0.2,0.200000104490646
0.20000026784659,0.19999999386025,0.200000292706977
0.200000802531249,0.199999981604798,0.200000547314448
0.200001867081204,0.199999957203521,0.200000854329919
0.200003458492502,0.199999920727197,0.200001201942744
0.200005834018278,0.199999866277363,0.200001580538736
0.200008987708748,0.199999793993367,0.20000198190896
0.200013170138429,0.199999698129268,0.20000239928091
0.200018371507136,0.199999578913758,0.20000282683253
0.200024834861632,0.199999430772994,0.20000325967136
0.200032545700321,0.199999254044537,0.200003693598344
0.200041738753517,0.199999043344811,0.200004124999492
0.200052394027312,0.199998799138377,0.200004550821043
0.200064737212096,0.199998516248563,0.200004968353786
0.200078742096469,0.19999819528353,0.200005375391785
0.200094624677058,0.199997831288539,0.200005769899796
0.200112351870334,0.199997425030304,0.200006150334348
0.200132129398904,0.199996971789327,0.200006515191572
0.200153916727123,0.199996472504107,0.200006863473448
0.200177908800353,0.199995922701902,0.200007194118003
0.200204057128911,0.199995323504415,0.200007506595953
0.200232545457599,0.199994670695334,0.200007800228397
0.200263316921603,0.199993965589112,0.200008074900508
0.200296543724022,0.199993204233641,0.20000833027404
0.200332160286727,0.199992388143763,0.200008566605552
0.200370327013801,0.199991513637415,0.200008783862566
0.200410969359939,0.199990582435533,0.200008982634267
0.200454235757686,0.199989591129988,0.200009163161227
0.200500042525763,0.199988541651564,0.200009326326799
0.200548526037762,0.199987430868015,0.200009472611041
0.200599593392738,0.199986260921776,0.200009603151205
0.200653368902644,0.199985028956491,0.200009718630968
0.200709750447647,0.199983737326132,0.200009820398567
0.200768850359051,0.19998238344833,0.200009909302726
0.200830557382073,0.199980969886584,0.200009986857132
0.200894972030294,0.199979494328746,0.200010054034562
0.200961974079104,0.199977959543984,0.20001011246659
0.201031652466848,0.199976363484798,0.200010163207377
0.201103878242762,0.199974709120385,0.200010207957734
0.201178729088994,0.19997299466058,0.200010247809894
0.201256067647617,0.199971223267261,0.200010284485326
0.20133596073656,0.199969393398628,0.200010319071546
0.20141826298122,0.199967508400263,0.20001035326342
0.201503030796068,0.199965566968199,0.200010388102712
0.201590111247448,0.199963572621229,0.200010425212989
0.201679550871254,0.199961524281225,0.200010465552168
0.20177118969469,0.199959425628276,0.200010510631574
0.201865064958955,0.199957275796757,0.200010561291221
0.201961010229035,0.199955078614838,0.200010618894052
0.202059054088804,0.199952833414841,0.200010684133108
0.20215906506382,0.199950543225631,0.20003140715884
0.202265113312875,0.199947898455921,0.200068718858378
0.202376973887499,0.199944916687758,0.200119363099849
0.202498637081672,0.199941285217272,0.200180689016397
0.202629896709664,0.199937031813169,0.200250596781359
0.20277463486547,0.199931844218887,0.200327349656191
0.20293269122036,0.199925758594003,0.200409596116466
0.203107827998265,0.199918466036185,0.200496187551473
0.203299940253857,0.199910010219493,0.20058625750343
0.20351266838911,0.199900087917086,0.200679036095427
0.203745963046442,0.199888750048505,0.200773972396985
0.20400334594757,0.199875700904377,0.200870540679127
0.204284819057177,0.199860998759521,0.200968396081717
0.204593790931327,0.199844356885529,0.2010671702945
0.204930308772517,0.199825841241823,0.201166653617901
0.20529767436261,0.19980517524697,0.201266579115666
