0,-0.6,-0.6,0.18
0.01,-0.6,-0.6,0.179980166660867
0.02,-0.6,-0.6,0.179921332495296
0.03,-0.6,-0.6,0.179824497334988
0.04,-0.6,-0.6,0.179690659756966
0.05,-0.6,-0.6,0.179520815217452
0.06,-0.6,-0.6,0.179315956051863
0.07,-0.6,-0.6,0.179077061310353
0.08,-0.6,-0.6,0.178805116193179
0.09,-0.6,-0.6,0.178501113348191
0.1,-0.6,-0.6,0.17816603666041
0.11,-0.6,-0.6,0.177800861252024
0.12,-0.6,-0.6,0.177406553482391
0.13,-0.6,-0.6,0.176984070948038
0.14,-0.6,-0.6,0.176534362482662
0.15,-0.6,-0.6,0.176058368157129
0.16,-0.6,-0.6,0.175557019279473
0.17,-0.6,-0.6,0.175031238394898
0.18,-0.6,-0.6,0.174481939426121
0.19,-0.6,-0.6,0.173910034323275
0.2,-0.6,-0.6,0.173316432448554
0.21,-0.6,-0.6,0.172702031194284
0.22,-0.6,-0.6,0.172067715495337
0.23,-0.6,-0.6,0.171414357829127
0.24,-0.6,-0.6,0.170742818215612
0.25,-0.6,-0.6,0.170053944217295
0.26,-0.6,-0.6,0.169348570939222
0.27,-0.6,-0.6,0.168627521028982
0.28,-0.6,-0.6,0.16789160467671
0.29,-0.6,-0.6,0.16714161961872
0.3,-0.6,-0.6,0.166378354092878
0.31,-0.6,-0.6,0.165602590814504
0.32,-0.6,-0.6,0.164815099552302
0.33,-0.6,-0.6,0.164016635885144
0.34,-0.6,-0.6,0.163207941202075
0.35,-0.6,-0.6,0.162389742702311
0.36,-0.6,-0.6,0.161562753395237
0.37,-0.6,-0.6,0.16072767210041
0.38,-0.6,-0.6,0.159885183447559
0.39,-0.6,-0.6,0.159035957876581
0.4,-0.6,-0.6,0.158180651637547
0.41,-0.6,-0.6,0.157319907095442
0.42,-0.6,-0.6,0.156454358040693
0.43,-0.6,-0.6,0.155584626018751
0.44,-0.6,-0.6,0.154711317710773
0.45,-0.6,-0.6,0.153835025495934
0.46,-0.6,-0.6,0.152956327451425
0.47,-0.6,-0.6,0.15207578735246
0.48,-0.6,-0.6,0.151193954672266
0.49,-0.6,-0.6,0.150311364582092
0.5,-0.6,-0.6,0.149428537951201
0.51,-0.6,-0.6,0.148545981346877
0.52,-0.6,-0.6,0.147664187034423
0.53,-0.6,-0.6,0.146783633142304
0.54,-0.6,-0.6,0.145904789256868
0.55,-0.6,-0.6,0.145028110714039
0.56,-0.6,-0.6,0.144154037624356
0.57,-0.6,-0.6,0.143282996972666
0.58,-0.6,-0.6,0.142415402618121
0.59,-0.6,-0.6,0.141551655294182
0.6,-0.6,-0.6,0.140692142608617
0.61,-0.6,-0.6,0.139837239043499
0.62,-0.6,-0.6,0.138987305955212
0.63,-0.6,-0.6,0.138142691574442
0.64,-0.6,-0.6,0.137303731006187
0.65,-0.6,-0.6,0.136470746229749
0.66,-0.6,-0.6,0.135644046686899
0.67,-0.6,-0.6,0.134823933220051
0.68,-0.6,-0.6,0.134010692995389
0.69,-0.6,-0.6,0.133204600636255
0.7,-0.6,-0.6,0.132405918947861
0.71,-0.6,-0.6,0.131614899061584
0.72,-0.6,-0.6,0.130831780599639
0.73,-0.6,-0.6,0.130056791822047
0.74,-0.6,-0.6,0.129290149805347
0.75,-0.6,-0.6,0.128532060595778
0.76,-0.599999991973233,-0.600000001354661,0.127783705731995
0.77,-0.599999871826194,-0.600000021631627,0.12704625829208
0.78,-0.599999355800793,-0.600000108720163,0.126319888421757
0.79,-0.599997985064915,-0.600000340056408,0.125604753706726
0.8,-0.599995148187342,-0.600000818830329,0.124900999969363
0.81,-0.599990104901045,-0.600001669975229,0.124208762060408
0.82,-0.599982020459389,-0.600003034369529,0.123528165027953
0.83,-0.599969992169024,-0.600005064358856,0.122859324792956
0.84,-0.599953084561105,-0.600007917820286,0.12220234904026
0.85,-0.599930354537555,-0.60001175391846,0.121557337666414
0.86,-0.599900880481275,-0.600016728192725,0.120924383195207
0.87,-0.599863782128605,-0.600022989203308,0.120303570894128
0.88,-0.599818238318271,-0.600030675535861,0.119694978815558
